neuroNamesID,cNIDType,cNID,cTypeId,cType,brainStructureType,standardName,standardAcronym,brainInfoURL,cDefinition,synonyms,parents
295,h,278,9,classical nervous system,Gray Primary Structure,lateral habenula,LHb,http://braininfo.org/centraldirectory.aspx?ID=295,"refers to one of two nuclei that comprise the habenular component of the epithalamus. It is present in the human ( Carpenter-1983 ), macaque ( Paxinos-2009a ), rat ( Swanson-2004 ), and mouse ( Franklin-2008 ).  The other is the medial habenula. Some authors divide the lateral habenula of the rat ( Paxinos-2009b ) and the mouse ( Franklin-2008 ) into a medial part of the lateral habenula and lateral part of the lateral habenula. They do not subdivide the medial habenula. 
Other authors do not subdivide the lateral habenula of the rat ( Swanson-2004 ) but divide the medial habenula into two parts: the dorsal part of the medial habenula and the ventral part of the medial habenula. 
Neither nucleus is subdivided in the human ( Carpenter-1983 ) or the macaque ( Paxinos-2009a ). Functionally the habenula belongs to the central gray of the behavior control column ( Swanson-2004 ).",,
296,h,279,9,classical nervous system,Gray Primary Structure,medial habenula,MHb,http://braininfo.org/centraldirectory.aspx?ID=296,"refers to one of two nuclei that comprise the habenular component of the epithalamus. It is present in the human ( Carpenter-1983 ), macaque ( Paxinos-2009a ), rat ( Swanson-2004 ), and mouse ( Franklin-2008 ). The other is the lateral habenula. Some authors divide the medial habenula of the rat into two parts: dorsal part of the medial habenula and ventral part of the medial habenula. They do not subdivide the lateral habenula ( Swanson-2004 ).
Other authors do not subdivide the medial habenula but divide the lateral habenula of the rat ( Paxinos-2009b ) and the mouse ( Franklin-2008 ) into a medial part of the lateral habenula and lateral part of the lateral habenula. 
Neither nucleus is subdivided in the human ( Carpenter-1983 ) or the macaque ( Paxinos-2009a ). Functionally the habenula belongs to the central gray of the behavior control column ( Swanson-2004 ).",,
297,h,280,9,classical nervous system,Gray Primary Structure,pineal gland,Pi,http://braininfo.org/centraldirectory.aspx?ID=297,N/A,,
298,h,281,9,classical nervous system,White Primary Structure,stria medullaris,sm,http://braininfo.org/centraldirectory.aspx?ID=298,N/A,,
299,h,282,9,classical nervous system,White Primary Structure,habenular commissure,hbc,http://braininfo.org/centraldirectory.aspx?ID=299,N/A,,
300,h,283,9,classical nervous system,Volumetric Superstructure,thalamus,Th,http://braininfo.org/centraldirectory.aspx?ID=300,N/A,,
301,h,284,9,classical nervous system,Superficial Structure,interthalamic adhesion,itha,http://braininfo.org/centraldirectory.aspx?ID=301,N/A,,
302,h,285,9,classical nervous system,Volumetric Superstructure,anterior nuclear group,ANG,http://braininfo.org/centraldirectory.aspx?ID=302,N/A,,
303,h,286,9,classical nervous system,Gray Primary Structure,anterodorsal nucleus of the thalamus,AD,http://braininfo.org/centraldirectory.aspx?ID=303,N/A,,
304,h,287,9,classical nervous system,Gray Primary Structure,anteromedial nucleus of the thalamus,AM,http://braininfo.org/centraldirectory.aspx?ID=304,N/A,,
305,h,288,9,classical nervous system,Gray Primary Structure,anteroventral nucleus of the thalamus,AV,http://braininfo.org/centraldirectory.aspx?ID=305,N/A,,
306,h,289,9,classical nervous system,Volumetric Superstructure,midline nuclear group,MNG,http://braininfo.org/centraldirectory.aspx?ID=306,N/A,,
307,h,290,9,classical nervous system,Gray Primary Structure,paratenial nucleus,PT,http://braininfo.org/centraldirectory.aspx?ID=307,N/A,,
308,h,291,9,classical nervous system,Gray Primary Structure,paraventricular nucleus of the thalamus,PV,http://braininfo.org/centraldirectory.aspx?ID=308,N/A,,
309,h,292,9,classical nervous system,Gray Primary Structure,reuniens nucleus,Re,http://braininfo.org/centraldirectory.aspx?ID=309,N/A,,
310,h,293,9,classical nervous system,Gray Primary Structure,rhomboid nucleus,Rh,http://braininfo.org/centraldirectory.aspx?ID=310,N/A,,
311,h,294,9,classical nervous system,Gray Primary Structure,subfascicular nucleus,SF,http://braininfo.org/centraldirectory.aspx?ID=311,N/A,,
312,h,295,9,classical nervous system,Volumetric Superstructure,medial dorsal nucleus,MD,http://braininfo.org/centraldirectory.aspx?ID=312,N/A,,
313,h,296,9,classical nervous system,Gray Primary Structure,paralaminar part of the medial dorsal nucleus,MDpl,http://braininfo.org/centraldirectory.aspx?ID=313,N/A,,
314,h,297,9,classical nervous system,Gray Primary Structure,magnocellular part of the medial dorsal nucleus,MDmc,http://braininfo.org/centraldirectory.aspx?ID=314,N/A,,
315,h,298,9,classical nervous system,Gray Primary Structure,parvicellular part of the medial dorsal nucleus,MDpc,http://braininfo.org/centraldirectory.aspx?ID=315,N/A,,
316,h,299,9,classical nervous system,Gray Primary Structure,densocellular part of the medial dorsal nucleus,MDdc,http://braininfo.org/centraldirectory.aspx?ID=316,N/A,,
317,h,300,9,classical nervous system,Volumetric Superstructure,intralaminar nuclear group,ILG,http://braininfo.org/centraldirectory.aspx?ID=317,N/A,,
318,h,301,9,classical nervous system,Volumetric Superstructure,rostral intralaminar nuclei,RIL,http://braininfo.org/centraldirectory.aspx?ID=318,N/A,,
319,h,302,9,classical nervous system,Gray Primary Structure,central dorsal nucleus,CD,http://braininfo.org/centraldirectory.aspx?ID=319,N/A,,
320,h,303,9,classical nervous system,Gray Primary Structure,central lateral nucleus,CL,http://braininfo.org/centraldirectory.aspx?ID=320,N/A,,
321,h,304,9,classical nervous system,Gray Primary Structure,central medial nucleus,CM,http://braininfo.org/centraldirectory.aspx?ID=321,N/A,,
322,h,305,9,classical nervous system,Gray Primary Structure,paracentral nucleus,PC,http://braininfo.org/centraldirectory.aspx?ID=322,N/A,,
323,h,306,9,classical nervous system,Gray Primary Structure,centromedian nucleus,CMn,http://braininfo.org/centraldirectory.aspx?ID=323,N/A,,
324,h,307,9,classical nervous system,Gray Primary Structure,parafascicular nucleus,PF,http://braininfo.org/centraldirectory.aspx?ID=324,N/A,,
325,h,308,9,classical nervous system,Volumetric Superstructure,lateral nuclear group,LNG,http://braininfo.org/centraldirectory.aspx?ID=325,N/A,,
326,h,309,9,classical nervous system,Gray Primary Structure,lateral dorsal nucleus,LD,http://braininfo.org/centraldirectory.aspx?ID=326,N/A,,
327,h,310,9,classical nervous system,Gray Primary Structure,lateral posterior nucleus,LP,http://braininfo.org/centraldirectory.aspx?ID=327,N/A,,
328,h,311,9,classical nervous system,Volumetric Superstructure,pulvinar,Pul,http://braininfo.org/centraldirectory.aspx?ID=328,"refers to a predominantly gray matter subdivision of the lateral nuclear group of the thalamus. In the primate it is a topologically prominent component of the thalamus that is itself subdivided into four nuclei based on histology: the anterior pulvinar nucleus, lateral pulvinar nucleus, medial pulvinar nucleus and inferior pulvinar nucleus ( Nomina-1983 ). In the rodent the pulvinar is not distinguishable as a structure distinct from the lateral posterior nucleus ( Swanson-2004 ).",,
329,h,312,9,classical nervous system,Gray Primary Structure,anterior pulvinar nucleus,OPul,http://braininfo.org/centraldirectory.aspx?ID=329,"refers to one of four subdivisions of the pulvinar defined on the basis of cyto-myeloarchitecture in the human  ( Carpenter-1983 ) and the macaque  ( Olszewski-1952 ). The others are the medial pulvinar nucleus, the lateral pulvinar nucleus and the inferior pulvinar nucleus. It is not found in the rodent ( Swanson-2004 ).",,
330,h,313,9,classical nervous system,Gray Primary Structure,lateral pulvinar nucleus,LPul,http://braininfo.org/centraldirectory.aspx?ID=330,"refers to one of four subdivisions of the pulvinar defined on the basis of cyto-myeloarchitecture in the human  ( Carpenter-1983 ) and the macaque  ( Olszewski-1952 ). The others are the inferior pulvinar nucleus, the medial pulvinar nucleus and the anterior pulvinar nucleus. It is not found in the rodent ( Swanson-2004 ).",,
331,h,314,9,classical nervous system,Gray Primary Structure,medial pulvinar nucleus,MPul,http://braininfo.org/centraldirectory.aspx?ID=331,"refers to one of four subdivisions of the pulvinar defined on the basis of cyto-myeloarchitecture in the human  ( Carpenter-1983 ) and the macaque  ( Olszewski-1952 ). The others are the inferior pulvinar nucleus, the lateral pulvinar nucleus and the anterior pulvinar nucleus. It is not found in the rodent ( Swanson-2004 ).",,
332,h,315,9,classical nervous system,Gray Primary Structure,inferior pulvinar nucleus,IPul,http://braininfo.org/centraldirectory.aspx?ID=332,"refers to one of four subdivisions of the pulvinar defined on the basis of cyto-myeloarchitecture in the human  ( Carpenter-1983 ) and the macaque  ( Olszewski-1952 ).  In the macaque it is very cellular, with most cells of the kind Olszewski found  typical of the pulvinar: lightly-stained, medium-sized, multipolar, and plump. In addition he found a second small but distinct and scattered population of larger, darker cells. The inferior pulvinar nucleus is one of four subdivisions of the pulvinar. The others are the medial pulvinar nucleus, the lateral pulvinar nucleus and the anterior pulvinar nucleus. None is found in the rodent ( Swanson-2004 ).",,
333,h,316,9,classical nervous system,Volumetric Superstructure,ventral nuclear group,VNG,http://braininfo.org/centraldirectory.aspx?ID=333,N/A,,
334,h,317,9,classical nervous system,Volumetric Superstructure,ventral anterior nucleus,VA,http://braininfo.org/centraldirectory.aspx?ID=334,N/A,,
335,h,318,9,classical nervous system,Gray Primary Structure,parvicellular part of the ventral anterior nucleus,VAPC,http://braininfo.org/centraldirectory.aspx?ID=335,N/A,,
336,h,319,9,classical nervous system,Gray Primary Structure,magnocellular part of the ventral anterior nucleus,VAMC,http://braininfo.org/centraldirectory.aspx?ID=336,N/A,,
337,h,320,9,classical nervous system,Volumetric Superstructure,ventral lateral nucleus,VL,http://braininfo.org/centraldirectory.aspx?ID=337,N/A,,
338,h,321,9,classical nervous system,Gray Primary Structure,anterior ventral lateral nucleus,VLO,http://braininfo.org/centraldirectory.aspx?ID=338,N/A,,
339,h,322,9,classical nervous system,Gray Primary Structure,posterior ventral lateral nucleus,VLC,http://braininfo.org/centraldirectory.aspx?ID=339,N/A,,
340,h,323,9,classical nervous system,Gray Primary Structure,medial part of the ventral lateral nucleus,VLM,http://braininfo.org/centraldirectory.aspx?ID=340,N/A,,
341,h,324,9,classical nervous system,Gray Primary Structure,pars postrema of the ventral lateral nucleus,VLP,http://braininfo.org/centraldirectory.aspx?ID=341,N/A,,
342,h,325,9,classical nervous system,Gray Primary Structure,area X,X,http://braininfo.org/centraldirectory.aspx?ID=342,N/A,,
